SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.987501953,52,0,3844,,12,0,2,0,0
1,0.983078225,42,0,0.884470118,4500,17,0,2,0,2
0,0,57,0,0,,12,0,0,0,0
1,0.972150876,59,0,1.473797947,1850,12,0,2,0,0
0,0.714456939,49,2,1.60215311,4179,15,0,3,0,3
0,0.021614553,67,0,2290,,8,0,1,0,1
0,0.073037127,49,0,0.249922094,6417,8,0,2,0,0
0,0.575314156,59,0,0.653881071,4405,6,0,1,0,0
0,0.086460416,27,0,1.055530875,2250,7,0,2,0,0
0,0.254093195,57,0,0.457734957,5500,12,0,2,0,0
0,0,67,0,0.031403337,2037,4,0,0,0,1
0,0.433365292,32,1,0.619267168,4120,5,0,1,0,1
0,0.122020904,59,0,153,,9,0,0,0,0
0,0.288425263,77,0,0.533965245,2531,8,0,1,0,0
0,0.195256512,48,0,0.484398217,5383,20,0,3,0,0
0,0.846574881,45,0,0.158640227,6000,5,0,0,0,2
0,0.123564228,45,0,0.202103511,13215,5,0,1,0,2
0,0.007161678,82,0,3,,7,0,0,0,0
0,0.011753293,63,0,0.104972376,3800,3,0,1,0,0
0,0,59,0,1486,,4,0,1,0,2
0,0.170685802,50,0,69,,5,0,0,0,3
0,0.078534132,49,0,0.380691598,6390,7,0,1,0,0
0,0.160060865,41,1,0.370769853,7416,8,1,1,0,1
0,0.16351208,50,0,0.507061617,8000,14,0,4,0,3
0,0.032008214,73,0,0.226599205,8300,11,0,2,0,0
0,0.994133464,53,1,0.53749837,7666,10,0,1,0,0
0,0.322649069,38,0,0.267259537,4272,5,0,2,0,0
0,0.002983261,80,0,0.00012837,7789,2,0,0,0,0
1,0.617025827,26,0,0.160912815,3417,5,0,0,0,0
1,0.409985282,69,1,0.279980823,14600,15,0,2,0,0
0,0.002427884,77,0,0.238471257,3165,13,0,1,0,0
0,0.173948934,68,0,3015,,7,0,2,0,0
0,0.04719764,74,0,0.37567161,9305,8,0,5,0,8
0,0.202774562,59,0,6994,,23,0,3,0,2
0,0.087406258,32,0,0.288977727,1750,8,0,0,0,2
0,0,39,0,0.055915527,4166,5,0,0,0,0
0,0.04569372,49,0,0.300174956,4000,14,0,1,0,1
0,0.022780051,53,0,0.323067693,10000,14,0,2,0,1
0,0.036934189,56,0,0.287934952,8362,8,0,1,0,2
0,0,62,0,1463,,5,0,1,0,0
0,0.832104651,47,0,0.754365541,11166,18,0,3,0,2
0,0.644710579,27,0,0.087017653,6400,7,0,0,0,0
0,0.472495626,42,0,0.381654964,11250,11,0,3,0,3
0,0,43,0,3278,0,7,0,3,0,0
0,0.017509173,59,0,0.365119461,9500,8,0,2,0,0
0,0.09514671,30,0,0.262804799,7750,9,0,1,0,0
0,0.111327624,32,0,0.37043826,6000,11,0,1,0,1
0,0.279441118,57,0,0.001332889,3000,1,0,0,0,1
0,0.170165967,42,0,0.005084401,4916,2,0,0,0,0
0,0.525349959,44,0,0.265853034,11716,8,0,2,0,1
0,0.00712519,67,1,0.186116269,7000,25,0,1,0,0
0,0.871073356,35,0,0.390764509,7167,12,0,1,0,0
0,0.099145861,72,0,2430,,23,0,2,0,1
0,0.074231442,25,0,0.155248456,3400,4,0,0,0,0
0,0.161644287,52,0,0.134433192,6121,8,0,0,0,0
0,0,46,0,0.014388489,833,5,0,0,0,0
0,0.685700235,44,0,0.372925415,5000,10,0,2,0,0
0,0.011834818,47,0,0.684559617,6482,8,0,1,0,2
0,0.018456616,53,0,0.248861238,9000,7,0,2,0,2
0,0,37,0,0.372540812,7166,6,0,1,0,0
0,0.001786497,87,0,0.010723861,1864,10,0,0,0,1
0,0,65,0,7,,2,0,0,0,
0,0.032924722,65,0,1.034372502,1250,21,0,1,0,0
0,0.200990693,33,0,0.732948234,4500,7,0,1,0,0
0,0.009985653,72,0,0.277165033,9791,8,0,2,0,0
0,0.443944541,65,1,0.662545192,13829,19,0,3,0,1
0,0.113400284,31,0,0.254913728,6664,9,0,2,0,0
0,0,83,0,4,,5,0,0,0,0
0,0.081353789,59,0,0.028554343,60200,13,0,1,0,1
0,0.173713417,80,0,0.391101483,6000,7,0,2,0,0
0,0.013095711,55,0,0.363039132,3500,10,0,2,0,0
0,0.01519924,59,0,0.280407101,21910,5,0,4,0,1
0,0.113955442,33,0,0.282588669,8683,7,0,2,0,1
0,0.04296902,60,0,0.016795866,5417,9,0,0,0,0
0,0.022440925,63,0,0.012506724,7435,19,0,0,0,0
0,0.878880524,61,1,0.950642674,3889,19,0,1,0,1
0,0.979195663,61,0,0.320731136,6400,7,0,1,0,0
0,0.029406119,62,1,0.246739697,3833,10,0,0,0,0
0,0,72,0,133,,8,0,1,0,0
0,0.171691856,44,1,0.252374763,10000,7,0,2,0,2
0,0.030053276,58,0,937,,5,0,1,0,0
0,0.480988269,59,0,0.164019337,11583,18,0,1,0,1
0,0.238235664,70,0,1252,,11,0,1,0,0
0,0.006489024,67,0,0.099890231,12753,5,0,1,0,1
0,0.010653436,39,0,0.00252605,3166,2,0,0,0,0
0,0.241621668,40,0,3228,,11,0,2,0,0
0,0.9999999,44,0,0.117095508,4585,1,0,0,0,5
0,0.892003484,60,0,3955,,12,0,2,0,0
0,0.635388319,44,1,0.429330591,11666,19,0,2,0,4
0,0.018475688,49,0,0.162335066,2500,6,0,0,0,1
1,0.82644118,38,0,0.6536804,5800,9,0,1,0,2
0,0.299786422,76,0,0.138246215,3500,11,0,0,0,0
0,0.654211301,37,0,0.26991654,10543,10,0,3,0,0
0,0.877124547,56,1,0.389627295,14595,11,0,2,0,2
1,0,67,0,0.345825195,16383,20,0,3,0,1
0,0.46273576,64,0,0.575630741,8600,32,0,3,0,0
0,0.9999999,44,0,0.514308746,2480,7,0,1,0,5
0,0.268399353,38,0,0.507758759,6250,12,0,1,0,2
0,0.002304248,73,0,4,,5,0,0,0,
0,0,61,0,0.248972297,5594,7,0,2,0,0
0,0.103318532,84,0,0.278180455,4000,12,0,0,0,0
0,0.171134801,52,0,2574,,12,0,1,0,0
0,0.625696469,50,3,0.55618104,4440,12,0,2,0,2
0,0.00126708,40,0,0.730317064,2806,15,0,2,0,3
0,0.028907777,41,0,0.768520892,3900,6,0,2,0,1
0,0.029542412,82,0,0.018150601,4076,8,0,0,0,0
0,0.10835629,63,0,0.005165806,6000,3,0,0,0,0
0,0.004171309,66,0,0.304592315,3200,8,0,1,0,0
0,0.016865792,63,1,496,,10,0,1,0,0
0,0,59,0,0.160813579,6833,9,0,1,0,0
0,0.324715615,58,2,0.104809516,5800,10,0,1,1,2
0,0.080481775,38,0,0.273972603,10000,12,0,1,0,1
1,0,41,1,0.526684164,8000,4,1,2,1,1
0,0.017028691,72,0,0.068935962,8166,22,0,0,0,0
0,0.008288705,64,0,0.002893975,3800,2,0,0,0,0
0,1.089825848,60,1,0.63353639,3118,7,0,1,0,0
0,0.199666147,49,1,0.684568131,10743,15,0,4,0,2
0,0.487837796,41,0,0.249076288,4600,5,0,1,0,2
0,0.003811909,50,0,0.362583537,24090,27,0,5,0,1
0,0.033191773,57,0,0.283543291,5000,17,0,1,0,0
0,0.9999999,34,0,0.196640721,2440,2,0,0,0,5
0,0.3508041,43,0,125,,4,0,0,0,0
0,0.9999999,52,0,0.001938402,4642,2,0,0,0,0
0,0.68346203,48,0,0.129354508,3903,4,0,0,0,0
0,0,53,0,1635,,6,0,1,0,2
0,0.055606878,65,0,2965,,5,0,1,0,1
0,0.380440179,58,0,0.321542384,6275,9,0,1,0,0
0,0,43,0,2022,,3,0,1,0,1
0,0,66,0,0.363573148,18694,16,0,5,0,0
0,0.02329767,30,0,0.162629758,2600,6,0,0,0,0
0,0.971002416,46,0,0.498110831,1587,3,2,0,1,0
0,0,48,1,0.143671858,4558,8,0,0,0,0
0,0.286564178,53,0,1.333712265,7916,17,0,7,0,0
0,0.18805926,55,1,0.542411134,5316,19,0,1,0,2
0,0.209546792,39,0,0.100164204,2435,12,0,0,0,0
0,0.477140863,71,0,0.349572725,11350,11,0,3,0,0
0,0.523570467,40,0,0.152938343,8303,7,0,1,0,2
0,0.122830785,46,0,2162,,4,0,1,0,0
0,0.2670805,51,0,0.841945289,6250,25,0,3,0,3
0,0.460114066,29,0,558,,4,0,0,0,0
0,0.363993614,45,0,0.248252006,13586,6,0,2,0,3
0,0.857122203,64,0,0.469695416,9750,8,0,2,0,0
0,0.027789211,52,0,0.226816225,7666,7,0,2,0,2
0,0.002523689,89,0,1,,6,0,0,0,0
0,0.822094232,76,0,325,,6,0,0,0,0
0,0.353103186,45,0,0.878525593,6700,22,0,2,0,3
0,0.444218359,44,1,0.478291378,11400,6,0,2,0,0
0,0.673189544,35,0,0.424098921,3800,5,0,1,0,0
0,0.180296867,62,0,1609,,11,0,1,0,0
0,0.038953135,62,0,3024,,7,0,2,0,0
0,0.55613391,36,0,0.151914167,4100,4,0,0,0,0
0,0.057155929,60,0,0.224294881,6700,10,0,1,0,0
0,0.212957409,61,0,0.49910018,5000,4,0,2,0,0
0,0.037448128,73,0,2498,,4,0,2,0,0
1,0.702381432,54,0,0.866732547,14166,21,0,6,0,3
0,0,44,0,2648,,12,0,2,0,3
0,0.196222729,67,0,0.158012596,7144,9,0,1,0,0
0,0.620903668,42,0,1146,,14,0,0,0,3
0,0.001499893,64,0,322,,12,0,0,0,0
0,0.040857428,51,0,0.385322935,5000,9,0,1,0,0
0,0.9999999,65,0,0.282883462,9335,10,0,2,1,2
0,0.96673631,64,0,0.419895026,4000,8,0,2,0,0
0,0.685583993,41,0,0.450440529,10895,13,0,5,0,1
0,0.019999721,48,0,0.090381924,5000,11,0,1,0,0
0,0.275748654,62,0,1348,,7,0,1,0,0
0,0,60,0,0.254106556,7000,9,0,2,0,0
0,0.9999999,51,0,1.123247319,8486,11,0,9,0,1
0,0.004396358,80,0,0.23319682,4150,10,0,2,0,1
0,0.216826619,56,1,0.854103343,3618,16,0,3,0,2
0,0.205031355,39,0,0.602840353,4083,10,0,2,0,2
0,0.9999999,36,0,0.082448854,6500,6,0,0,0,1
0,0.555938038,53,0,0.451816271,3330,10,0,0,0,0
0,0.002288418,66,0,0.000499917,6000,3,0,0,0,0
0,0.088300431,35,0,3041,,8,0,1,0,0
0,0.143187518,46,0,0.048500555,2700,3,0,0,0,0
1,1.083405734,55,3,0.490218316,3526,10,0,1,1,1
0,0.688665867,34,0,1.034152436,2400,12,0,1,0,3
0,0.600289222,26,0,0.411100659,2125,3,0,0,0,0
0,0.220222137,26,1,0.843945069,800,6,0,0,0,0
0,0.030141422,52,0,0.090074333,2286,6,0,0,0,0
0,0.239963423,58,0,0.195229306,7042,8,1,1,0,4
0,0.443379207,42,0,1.412587413,1000,8,0,0,0,0
0,0.198454901,51,0,0.246160694,4492,7,0,1,0,2
0,0.439512098,66,0,0.027951606,2396,2,0,0,0,0
0,0.270429421,62,0,0.477690571,9300,14,0,3,0,1
0,0,87,0,0.01910828,6436,8,0,0,0,0
0,0.023945636,63,0,0.032692543,8166,13,0,1,0,0
0,0.570122822,30,0,0.737718568,1200,5,0,0,0,0
0,0.9999999,47,0,2174,,1,0,1,0,
0,0,57,0,0.324611033,4241,7,0,1,0,1
0,0.128842063,37,0,0.44555542,8200,10,0,2,0,2
0,0.339647837,65,0,0.265089623,8200,6,0,1,0,1
0,0.014370016,69,0,0.432807679,5833,9,0,1,0,0
0,0,61,0,2,,5,0,0,0,0
0,0.511248875,38,1,0.476190476,4304,10,0,1,0,2
0,0.16805774,43,0,0.313671582,4000,7,0,1,0,0
0,0.005971329,54,0,0.280197575,4453,13,0,1,0,2
0,0.123206192,44,0,0.643262895,4400,10,0,2,0,2
0,0.003499865,48,0,0.32941435,9100,7,0,2,0,1
0,0.054783369,63,0,0.099980004,5000,15,0,0,0,1
0,0.041735628,46,0,0.036921329,7041,22,0,0,0,0
1,0.9999999,42,0,31,,0,2,0,0,0
0,0.386691448,41,3,0.276689324,2500,14,0,0,0,0
0,0.956397524,35,2,3268,,15,0,1,0,0
0,0.689770077,34,0,0.308230874,5855,5,0,2,1,0
0,0.121532709,29,0,0.155711072,4000,4,0,0,0,0
0,0.031140633,45,0,0.075146243,20000,9,0,0,0,0
0,0.478720045,35,0,0.353107815,6000,7,0,1,0,0
0,0.246369867,73,0,0.289518318,5895,5,0,1,0,0
0,0.065788608,69,0,1234,,13,0,2,0,1
0,0.351892829,45,0,0.563852484,3280,18,0,3,0,4
0,0.430444733,53,0,0.281642229,8524,12,0,2,0,0
0,0.033498604,29,0,0.450358041,5166,7,0,2,0,0
0,0.072494634,74,0,0.523546435,3800,9,0,2,0,0
0,0.072093448,63,1,0.673983917,4600,17,0,1,0,1
0,0.418715107,35,0,0.114119117,2400,2,0,0,0,0
0,0.088336591,43,0,0.216678332,10000,15,0,1,0,2
0,0.457431884,42,1,0.700270556,8500,17,0,3,0,2
0,0.029570959,80,0,0.048762191,1332,13,0,0,0,0
0,0.168772615,58,0,0.289779829,10400,11,0,1,0,1
0,0.032438862,86,0,0.141974187,5500,14,0,1,0,0
0,0.9999999,28,0,0.154551135,4800,4,0,0,0,3
0,0.83121405,42,0,0.105620649,17666,12,0,0,0,0
0,0.063226971,59,0,0.263461966,13500,22,0,3,0,0
0,0.019139302,43,0,8.007968127,250,11,0,1,0,2
0,0.436410214,27,0,0.133777672,4200,5,0,0,1,0
0,0.483301113,40,0,0.303013393,3583,11,0,1,0,2
0,0.510293034,59,0,0.31697841,61000,13,0,2,0,1
0,0.955236854,63,0,65,,1,0,0,0,2
0,0.070741157,65,0,0.146763902,2193,5,0,0,0,0
0,0.056334303,63,0,4542,,12,0,3,0,0
0,0.55986436,63,0,0.589572193,2243,6,0,1,0,0
0,0,30,0,0.149209191,3350,10,0,0,0,0
0,0.200990429,45,0,1559,,5,0,1,0,0
0,0.093446262,80,0,0.123590725,4700,14,0,0,0,0
0,0.098019024,55,0,0.025917927,4166,7,0,0,0,1
0,0.135407518,61,0,0.343653846,5199,12,0,1,0,0
0,0.9999999,83,0,0,9704,4,0,0,0,0
0,0.198673754,44,0,2.699720112,2500,13,0,3,0,0
0,0.905468868,31,1,0.35297212,1900,6,0,0,2,0
0,0.011986243,77,0,0.010284245,7000,21,0,0,0,0
0,0.31309339,57,0,1.64846981,2417,8,0,1,0,0
0,0.12724513,46,0,0.643,14999,11,0,5,0,0
0,0,42,0,0.108598726,12559,5,0,1,0,3
0,0.029725902,67,0,685,,8,0,0,0,0
0,0.312571479,33,0,0.107851172,6100,5,0,0,0,0
0,0,34,0,0.062897655,5500,2,0,0,0,0
0,0.809738087,49,0,0.196738963,6500,5,0,0,0,2
0,0.085108409,54,0,0.160825176,9500,7,0,1,0,1
0,0.973447395,42,0,0.468198992,3175,9,0,1,0,0
0,0.933834167,57,2,6696,,8,0,2,0,0
0,0.041826362,58,0,2707,,4,0,1,0,2
0,0.639081992,48,0,0.362545818,3000,5,1,1,0,1
0,0.100835967,87,0,140,,6,0,0,0,0
0,0.06839772,86,0,60,,7,0,0,0,0
0,0.019376663,68,0,1277,,12,0,1,0,
0,0,88,1,0,9265,7,0,0,0,0
0,0.05968851,76,0,0.282181539,10432,20,0,2,0,0
0,0.027999026,70,0,24,,8,0,0,0,0
0,0.085783584,72,0,0.16900596,5200,12,0,0,0,1
0,0.132240176,59,0,0.549862534,4000,9,0,1,0,0
0,0.085633991,49,0,0.227886057,2000,14,0,0,0,0
0,0.924107143,24,0,0.135388461,4800,7,0,0,0,2
0,0.009495252,56,0,0.055031668,7104,2,0,0,0,1
0,0.952798882,54,0,0.558740602,6383,10,0,1,0,1
0,5.37E-05,41,0,0.108461814,5577,7,0,0,0,1
0,0.655147395,46,0,0.378128675,5952,6,0,1,0,3
0,0.329152121,41,0,0.534155364,4054,8,0,2,0,1
0,0.017050203,64,0,0.583655513,7500,19,0,4,0,0
0,0.9999999,30,1,0.154187958,4500,4,0,0,1,0
1,0.602746575,42,0,0.260608705,9166,4,0,0,0,1
0,0.004769675,89,0,0.000572902,3490,9,0,0,0,0
0,0.034247393,43,0,0.159026599,5300,10,0,1,0,1
0,0.170115934,63,0,0.208084051,6852,20,0,1,0,0
0,0.310076467,37,0,0.255326195,9058,7,0,1,0,0
0,0.999578992,55,4,0.148483601,7286,6,0,0,0,0
0,0,26,0,0,2400,2,0,0,0,0
0,0.380480301,68,0,0.051771117,2568,2,0,0,0,3
0,0.187409279,38,0,0.49730054,5000,7,0,1,0,2
0,0.68012303,48,0,245,,4,0,0,0,0
0,0,26,0,0.337244676,2300,4,1,1,0,0
0,0.273435385,48,0,0.218109655,10833,10,0,1,0,0
0,0.284951627,52,0,0.380131887,4700,9,0,1,0,0
0,0.336222047,44,0,0.234941265,4000,14,0,0,0,0
0,0.030024681,61,0,0.852235551,1833,5,0,1,0,0
0,0.008247756,66,0,0.943611278,5000,7,0,2,0,0
0,0.137528803,42,0,0.504559635,8333,13,0,2,0,3
0,0.54691406,67,0,2969,,6,0,2,0,0
0,0.132249033,49,0,29,,2,0,0,0,
1,0.9999999,35,1,0.900911497,3400,6,0,2,0,0
0,0,53,2,2658,,7,0,1,0,0
0,0.205274463,51,0,0.361329834,8000,10,0,1,0,0
0,0,49,1,0.544228523,9416,11,0,3,0,2
0,0.464195875,53,0,0.120938628,4985,8,0,0,0,0
0,0.466768944,58,0,0.327109783,4016,8,0,1,0,0
0,0.911540163,46,0,3353,,7,0,1,0,1
0,0.014088028,51,0,0.007997715,3500,6,0,0,0,1
0,0.536461805,45,1,0.142285905,3000,3,2,0,0,1
0,0.918342055,33,0,0.270289344,2833,4,1,0,2,0
0,0,51,0,2391,,10,0,2,0,0
0,0.023224944,64,0,0.391854139,6800,18,0,4,0,3
0,0.016128599,60,0,1812,,8,0,1,1,0
0,1.034893879,39,0,0.439362795,9729,10,0,1,0,3
0,0.147242638,85,0,88,,3,0,0,0,0
1,0.983338887,27,0,0.106808245,1600,9,0,0,0,0
0,0.839907542,29,0,364,2,8,0,0,0,0
0,0.286009847,65,0,3622,,5,0,1,0,0
0,0.267368644,50,0,0.420291743,23033,46,0,6,0,0
0,0.28369669,61,0,0.61966257,4800,14,0,1,0,0
0,0,26,1,0,0,2,0,0,0,0
0,0.143931853,61,0,0.222951896,6090,9,0,1,0,0
0,0.041104587,28,0,0.3041988,3500,8,0,0,0,0
0,0.299417878,56,0,0.65971575,8583,11,0,2,0,0
0,0,49,0,0.355376308,15000,12,0,2,0,3
0,0.000428551,88,0,0.004481434,3123,5,0,0,0,0
0,0.004505221,39,0,0.435848607,4200,6,0,2,0,2
0,0.492643999,55,2,0.827377113,7750,13,0,2,0,0
0,0.021547106,56,0,0.318019519,4200,12,0,2,0,2
0,0.100173377,44,0,0.165314965,9000,9,0,1,0,2
0,0.621007856,64,0,0.310222339,7600,14,1,2,0,1
0,0.028752917,72,0,0.18566124,3500,21,0,1,0,0
0,0.002681757,51,0,0.732788003,4400,13,0,2,0,2
0,0.498488961,39,0,0.286938021,17860,13,0,1,0,0
0,0.095340549,56,0,2779,,14,0,3,0,3
0,0.097217141,43,0,0.276211189,13333,5,0,1,0,2
0,0.447466239,44,0,0.443923077,12999,8,0,2,0,2
0,0.045759314,41,0,0.409914601,4800,17,0,2,0,2
0,0,41,0,0.00419958,10000,7,0,0,0,0
0,0.360688717,70,0,0.595462092,1806,7,0,0,0,0
0,0.726088978,36,2,0.137081955,2720,4,2,0,1,2
0,0.129547536,53,0,0.562443192,5500,17,0,1,0,2
0,0.123218186,47,0,0.750680787,9914,11,0,2,0,5
0,0.033214349,66,0,1784,,5,0,2,0,0
0,0.010893096,71,0,0.194158076,4073,8,1,0,0,0
0,0.769773734,53,0,0.278075992,9500,12,0,2,0,1
0,0.006654485,50,0,740,,7,0,1,0,4
0,0,69,0,0,,4,0,0,0,0
0,0.175604436,28,0,28,,2,0,0,0,
1,0.922505535,45,0,0.501614046,12700,11,0,4,0,1
0,0.455154587,49,1,0.913286004,1971,11,0,0,0,0
0,0.654650704,33,0,0.481544577,7043,11,0,2,0,1
0,0.84490946,60,0,0.357151076,8690,6,0,1,0,2
0,0.9999999,34,0,0.357756601,6400,6,0,2,0,0
0,0.033983551,34,0,0.243744128,11708,14,0,2,0,0
0,0,44,0,0.183349121,9500,11,0,1,0,2
0,0.024378631,52,0,0.150484952,10000,4,0,1,0,3
0,0.770867868,49,0,0.24042455,6500,8,0,0,0,0
0,0,71,0,0.233691577,4000,6,0,1,0,2
0,0,46,0,0.149445764,5051,3,0,1,0,0
0,0.337735888,48,1,3005,,11,0,1,0,2
0,0.026621989,62,0,0.290083632,4184,8,0,1,0,2
0,0.880186636,41,0,0.211888395,2472,10,0,0,0,0
1,0.9999999,50,1,1305,,2,0,1,0,0
0,0.115814589,37,1,0.067859022,1900,4,0,0,0,0
0,0.99200034,57,0,0.555111222,4000,8,0,1,0,0
0,0.212526282,43,1,0.206479352,10000,8,0,2,0,0
0,1.708044916,47,0,1.862758161,1500,6,0,1,0,0
0,0.132463863,44,0,0.120768229,3071,11,0,0,0,1
0,0.456585044,32,0,0.630046584,2575,9,0,2,0,0
0,0.9999999,29,0,0,,0,0,0,0,0
0,0.558873832,30,0,0.214595135,3000,9,0,0,0,0
0,0.093454384,43,0,3986,,25,0,2,0,0
0,0.850299401,41,0,1845,,3,0,0,0,0
0,0.102222373,32,0,0.716513395,2500,6,0,1,0,0
0,0,52,0,0.360159658,10772,10,0,1,0,4
0,0.883293947,36,0,0.3118458,7833,7,0,1,0,0
0,0,34,0,0.36540709,2566,3,0,0,0,0
0,0.03839346,76,0,0.01371298,10500,11,0,0,0,0
0,0.903123346,47,0,0.342544069,8395,8,0,2,0,0
0,0.496968813,39,1,0.15199392,25000,11,0,2,0,3
0,0.940774925,41,2,0.381154711,4000,10,0,1,0,1
0,0.9999999,35,0,0.007617597,5250,1,0,0,0,0
0,1.025987006,63,6,0.521441726,3800,8,2,2,1,1
0,0.071129391,80,0,0.093687518,3500,6,0,0,0,0
0,0,40,0,509,,3,0,0,0,0
0,0.01150123,43,0,0.418702196,4052,4,0,1,0,0
0,0,60,0,114,,7,0,0,0,0
0,0.425597312,43,0,0.302766085,3325,4,0,1,1,0
0,0.087452779,71,0,1959,,11,0,1,0,2
0,0,44,0,0.431305341,3500,4,0,1,0,2
0,0.630787623,67,0,0.37942033,7210,12,0,2,0,0
0,0.0049619,74,1,8,,9,0,0,0,0
0,0.016861692,48,0,0.425821711,12260,12,0,5,0,4
0,0.195056302,73,0,1529,,10,0,1,0,2
0,0.231831982,44,0,0.192690243,12667,6,0,1,0,2
0,0.306338732,57,0,0.376373626,6915,12,0,3,0,2
0,0.9999999,49,0,2883,0,9,0,2,0,1
0,0.328573722,66,1,0.293398759,10800,17,0,2,0,1
0,0.818659658,58,0,1.042791442,5000,11,0,2,0,0
0,0.24664436,45,0,0.10996858,3500,5,0,0,0,1
0,0.084138627,67,1,1295,,10,1,2,0,3
0,0.01029897,29,0,0.00119952,2500,1,0,0,0,0
0,0.090361993,77,0,0.311583578,4091,7,0,1,0,0
0,0.568392168,35,0,0.903676471,2719,9,0,1,0,0
0,0.005451823,59,0,0.00119976,5000,7,0,0,0,0
0,0.043255885,33,1,0.009998276,5800,7,0,0,0,0
0,0.001925099,70,0,0.024569089,10500,15,0,0,0,0
0,1.006955514,66,0,0.214392804,2000,3,0,0,0,0
0,0.056371415,44,0,0.359768292,14500,10,0,2,0,1
0,0.00789921,72,0,508,,5,0,1,0,0
0,0,29,0,1394,,5,0,1,0,0
0,0.982431974,59,5,0.664255618,14239,13,0,2,1,2
0,0.018265099,55,0,0.012643379,7671,6,0,1,0,0
1,0.9999999,52,0,0.237812128,6727,2,4,0,1,1
0,0.342056982,70,0,0.626394732,10933,13,0,3,0,0
0,0.039016915,67,0,0.499126383,1716,5,0,0,0,0
0,0.296110304,30,0,0.205498473,3600,3,0,0,0,1
0,0.0445764,61,0,37.5,1,4,0,0,0,0
0,0.000349991,73,0,681,,6,0,1,0,0
0,0,25,0,0.633373934,820,3,0,0,0,0
0,0.003574848,70,0,0.410062479,6081,15,0,1,0,0
0,0.186851783,62,0,0.286681021,9752,8,0,1,0,0
0,0.032998429,30,0,0.004461298,4482,1,0,0,0,0
0,0.006922189,68,0,1,,9,0,0,0,0
0,0.474681259,43,0,0.196592119,4694,6,0,0,0,1
0,0.356634904,49,1,0.458135466,4000,11,0,2,0,0
0,0.982403519,57,0,2357,,8,0,1,1,0
0,0.036347783,49,0,0.180969958,9752,11,0,0,0,1
0,0.258431665,70,0,4045,,8,0,1,0,1
0,0,36,4,0.437849944,6250,11,0,2,1,0
1,0.537417139,38,1,2748,,5,3,1,3,0
0,0.369472183,21,0,7,,1,0,0,0,0
0,0.04254138,35,0,0.486238532,9700,12,0,3,0,2
1,0.9999999,27,98,0,2700,0,98,0,98,0
0,0.096565911,40,0,0.120809423,3310,4,0,0,0,1
0,0.295740852,47,0,0.178619035,3750,3,0,0,0,2
0,0.213785748,46,0,0.367816092,2000,5,0,1,0,0
0,0.339794165,59,0,3115,,19,0,1,0,0
0,0.318112126,60,0,0.020152792,7591,2,0,0,0,0
0,0.600066364,53,1,0.50857819,5070,15,0,1,0,1
0,0.044177962,31,0,0.33847981,5893,9,0,1,0,1
0,0.010092554,37,0,0.003128259,1917,3,0,0,0,0
0,0.510087113,61,0,0.198656111,15030,6,0,1,0,1
0,0.039753447,66,0,0.243919633,2836,15,0,0,0,0
0,0.05101939,59,0,0.26045568,12815,16,0,1,0,3
0,0.9999999,63,5,0.194618671,11000,7,0,2,0,0
0,0.142398,57,0,0.264079508,4225,6,0,1,0,0
0,0.9999999,63,0,0,1,2,0,0,0,0
0,0.006796192,77,0,0.41393079,2253,13,0,1,0,0
0,0.132962653,61,0,0.371699564,3900,10,0,1,0,3
0,0.827200631,53,0,0.505687694,2900,8,0,3,0,0
0,0.022417562,72,0,0.001825769,7667,2,0,0,0,0
0,0.2391771,72,0,1.054041983,6716,9,0,2,0,1
0,0.30428262,32,0,0.274722886,4600,8,0,1,0,0
0,0.514708735,35,0,0.91878384,2400,18,0,1,0,1
0,0.344317885,27,0,0.17953362,4416,8,0,0,0,0
0,0.022438565,81,0,0.230679837,3441,8,0,1,0,0
0,0.029431333,70,0,0.578070322,6000,12,0,3,0,0
0,0.017832739,38,0,0.003870718,5166,4,0,0,0,1
0,0.006838698,43,0,0.527266028,2713,7,0,1,0,1
0,0.056476222,59,0,3612,,7,0,2,0,0
0,0.000171917,71,0,0,30000,8,0,0,0,0
0,0.056895398,64,0,0.335904688,11666,14,0,3,0,0
0,0.9999999,39,3,0.112225335,6780,5,0,0,0,0
0,0.212426252,36,0,2743,,8,0,1,0,0
0,0.01239876,66,0,14.01876676,372,3,0,2,0,0
1,0.197701607,55,1,0.258874113,10000,7,0,2,1,1
0,1.624465065,61,0,0.432814229,11750,12,0,1,0,1
0,0.03473748,67,0,1969,,10,0,2,0,0
0,0.108894555,58,1,65,,2,0,0,0,0
1,0.768820786,25,1,0.569584736,1781,6,0,0,0,0
0,0.705197204,56,0,0.262722496,55000,16,0,6,0,1
0,0.987367106,56,0,0.613832059,14516,21,0,2,1,0
0,0,63,1,0.087569008,5252,5,0,1,0,1
0,0.122047134,58,0,1.861569215,2000,14,0,1,0,0
0,0.39159148,45,0,1363,,7,0,3,0,0
0,0.884176675,32,0,0.709526982,1500,6,0,0,0,0
0,0.332944509,38,0,0.004916257,12000,3,0,0,0,1
0,0.017699115,78,0,10,,1,0,0,0,
0,0.366062091,77,0,0.559043159,7900,12,0,1,0,0
